,Player_Stats (Tm),Player_Stats (SB),Player_Stats (Key),Player_Stats (Player),Player_Stats (No.),Player_Stats (Age),Player_Stats (Pos),Player_Stats (College/Univ),Player_Stats (Univ_State),Player_Stats (BirthDate),Player_Stats (Yrs),Player_Stats (Super_bowl),Player_Stats (Team),Player_Stats (Pts),Player_Stats (MVP),Player_Stats (Stadium),Player_Stats (City),Player_Stats (State),Player_Stats (Date),Player_Stats (W/L),O_Passing (Cmp),O_Passing (Att),O_Passing (Yds),O_Passing (TD),O_Passing (Int),O_Passing (Sk),O_Passing (Yds.1),O_Passing (Lng),O_Passing (Rate),O_Rushing (Att),O_Rushing (Yds),O_Rushing (TD),O_Rushing (Lng),O_Receiving (Rec),O_Receiving (Yds),O_Receiving (TD),O_Receiving (Lng),O_Fumbles (Fmb),O_Fumbles (FL),D_Interceptions (Int),D_Interceptions (Yds),D_Interceptions (TD),D_Interceptions (Lng),D_Sacks (Sk),D_Tackles (Comb),D_Tackles (Solo),D_Tackles (Ast),D_Fumbles (FR),D_Fumbles (Yds),D_Fumbles (TD),D_Fumbles (FF),SPT_Kick_Returns (Rt),SPT_Kick_Returns (Yds),SPT_Kick_Returns (Y/Rt),SPT_Kick_Returns (TD),SPT_Kick_Returns (Lng),SPT_Punt_Returns (Ret),SPT_Punt_Returns (Yds),SPT_Punt_Returns (Y/R),SPT_Punt_Returns (TD),SPT_Punt_Returns (Lng),SPT_Scoring (XPM),SPT_Scoring (XPA),SPT_Scoring (FGM),SPT_Scoring (FGA),SPT_Punting (Pnt),SPT_Punting (Yds),SPT_Punting (Y/P),SPT_Punting (Lng),Unique_Key,Univ_Alum_per_Team,Univ_Alum_per_SB,Univ_Total_Rings,Univ_Total_Wins,Univ_Total_MVPs,State_Alum_per_Team,State_Alum_per_SB,State_Total_Rings,State_Total_Wins,State_Total_MVPs
3757,TAM,55,TAM55,Steve McLendon,96,34,DT,Troy,AL,1/3/1986,10,LV,Tampa Bay Buccaneers,31,Tom Brady,Raymond James Stadium,Tampa,Florida,2/7/2021,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,TAM55Steve McLendon,1.0,1.0,9.0,7.0,0.0,4.0,6.0,104.0,51.0,3.0
3758,KAN,55,KAN55,Gehrig Dieter,12,27,WR,Alabama,AL,2/24/1993,2,LV,Kansas City Chiefs,9,Tom Brady,Raymond James Stadium,Tampa,Florida,2/7/2021,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,KAN55Gehrig Dieter,1.0,2.0,44.0,33.0,3.0,2.0,6.0,104.0,51.0,3.0
3759,KAN,55,KAN55,Tyreek Hill,10,26,WR,West Alabama,AL,3/1/1994,4,LV,Kansas City Chiefs,9,Tom Brady,Raymond James Stadium,Tampa,Florida,2/7/2021,0,0,0,0,0,0,0,0,0,0.0,1,5,0,5,7,73,0,23,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0,KAN55Tyreek Hill,1.0,1.0,3.0,4.0,0.0,2.0,6.0,104.0,51.0,3.0
3760,TEN,34,TEN34,Al Del Greco,3,37,K,Auburn,AL,3/2/1962,15,XXXIV,Tennessee Titans,16,Kurt Warner,Georgia Dome,Atlanta,Georgia,1/30/2000,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,1,1,1,3,0,0,0.0,0,TEN34Al Del Greco,1.0,1.0,31.0,26.0,0.0,4.0,4.0,104.0,51.0,3.0
3761,TEN,34,TEN34,Dainon Sidney,37,24,DB,Ala-Birmingham,AL,5/30/1975,1,XXXIV,Tennessee Titans,16,Kurt Warner,Georgia Dome,Atlanta,Georgia,1/30/2000,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,5,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,TEN34Dainon Sidney,2.0,2.0,1.0,2.0,0.0,4.0,4.0,104.0,51.0,3.0
3762,TEN,34,TEN34,Josh Evans,91,27,LDT,Ala-Birmingham,AL,9/6/1972,4,XXXIV,Tennessee Titans,16,Kurt Warner,Georgia Dome,Atlanta,Georgia,1/30/2000,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,TEN34Josh Evans,2.0,2.0,1.0,2.0,0.0,4.0,4.0,104.0,51.0,3.0
3763,TEN,34,TEN34,Eddie Robinson,55,29,LLB,Alabama St.,AL,4/13/1970,7,XXXIV,Tennessee Titans,16,Kurt Warner,Georgia Dome,Atlanta,Georgia,1/30/2000,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,6,1,0,0,0,2,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,TEN34Eddie Robinson,1.0,1.0,5.0,6.0,0.0,4.0,4.0,104.0,51.0,3.0
3764,WAS,22,WAS22,Tim Jessie,21,24,RB,Auburn,AL,3/1/1963,0,XXII,Washington Redskins,42,Doug Williams,Jack Murphy Stadium,San Diego,California,1/31/1988,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,WAS22Tim Jessie,1.0,1.0,31.0,26.0,0.0,3.0,5.0,104.0,51.0,3.0
3765,WAS,22,WAS22,Curtis McGriff,74,29,DE,Alabama,AL,5/17/1958,7,XXII,Washington Redskins,42,Doug Williams,Jack Murphy Stadium,San Diego,California,1/31/1988,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,WAS22Curtis McGriff,2.0,3.0,44.0,33.0,3.0,3.0,5.0,104.0,51.0,3.0
3766,WAS,22,WAS22,Willard Scissum,61,25,T,Alabama,AL,10/28/1962,0,XXII,Washington Redskins,42,Doug Williams,Jack Murphy Stadium,San Diego,California,1/31/1988,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,WAS22Willard Scissum,2.0,3.0,44.0,33.0,3.0,3.0,5.0,104.0,51.0,3.0
3767,DEN,22,DEN22,Jeremiah Castille,28,26,DB,Alabama,AL,1/15/1961,4,XXII,Denver Broncos,10,Doug Williams,Jack Murphy Stadium,San Diego,California,1/31/1988,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,DEN22Jeremiah Castille,1.0,3.0,44.0,33.0,3.0,2.0,5.0,104.0,51.0,3.0
3768,DEN,22,DEN22,Jack Peavey,71,24,C,Troy,AL,6/6/1963,0,XXII,Denver Broncos,10,Doug Williams,Jack Murphy Stadium,San Diego,California,1/31/1988,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,DEN22Jack Peavey,1.0,1.0,9.0,7.0,0.0,2.0,5.0,104.0,51.0,3.0
3769,WAS,26,WAS26,Ron Middleton,87,26,TE,Auburn,AL,7/17/1965,5,XXVI,Washington Redskins,37,Mark Rypien,Metrodome,Minneapolis,Minnesota,1/26/1992,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,WAS26Ron Middleton,1.0,1.0,31.0,26.0,0.0,3.0,7.0,104.0,51.0,3.0
3770,WAS,26,WAS26,Jeff Rutledge,10,34,QB,Alabama,AL,1/22/1957,12,XXVI,Washington Redskins,37,Mark Rypien,Metrodome,Minneapolis,Minnesota,1/26/1992,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,1,-12,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,WAS26Jeff Rutledge,1.0,3.0,44.0,33.0,3.0,3.0,7.0,104.0,51.0,3.0
3771,WAS,26,WAS26,Stephen Hobbs,86,26,WR,North Alabama,AL,11/14/1965,1,XXVI,Washington Redskins,37,Mark Rypien,Metrodome,Minneapolis,Minnesota,1/26/1992,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,WAS26Stephen Hobbs,1.0,1.0,2.0,3.0,0.0,3.0,7.0,104.0,51.0,3.0
3772,BUF,26,BUF26,Chris Mohr,9,25,P,Alabama,AL,5/11/1966,2,XXVI,Buffalo Bills,24,Mark Rypien,Metrodome,Minneapolis,Minnesota,1/26/1992,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,6,210,35.0,53,BUF26Chris Mohr,2.0,3.0,44.0,33.0,3.0,4.0,7.0,104.0,51.0,3.0
3773,BUF,26,BUF26,Cornelius Bennett,97,26,LOLB,Alabama,AL,8/25/1965,4,XXVI,Buffalo Bills,24,Mark Rypien,Metrodome,Minneapolis,Minnesota,1/26/1992,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,5,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,BUF26Cornelius Bennett,2.0,3.0,44.0,33.0,3.0,4.0,7.0,104.0,51.0,3.0
3774,BUF,26,BUF26,Howard Ballard,75,28,RT,Alabama A&M,AL,11/3/1963,3,XXVI,Buffalo Bills,24,Mark Rypien,Metrodome,Minneapolis,Minnesota,1/26/1992,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,BUF26Howard Ballard,1.0,1.0,6.0,7.0,0.0,4.0,7.0,104.0,51.0,3.0
3775,BUF,26,BUF26,Keith McKeller,84,27,TE,Jacksonville St.,AL,7/9/1964,4,XXVI,Buffalo Bills,24,Mark Rypien,Metrodome,Minneapolis,Minnesota,1/26/1992,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,29,0,21,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,BUF26Keith McKeller,1.0,1.0,1.0,2.0,0.0,4.0,7.0,104.0,51.0,3.0
3776,ATL,33,ATL33,Cornelius Bennett,97,33,LLB,Alabama,AL,8/25/1965,11,XXXIII,Atlanta Falcons,19,John Elway,Pro Player Stadium,Miami Gardens,Florida,1/31/1999,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,ATL33Cornelius Bennett,1.0,1.0,44.0,33.0,3.0,1.0,1.0,104.0,51.0,3.0
3777,BAL,3,BAL3,Ray Perkins,27,27,WR,Alabama,AL,11/6/1941,1,III,Baltimore Colts,7,Joe Namath,Orange Bowl,Miami,Florida,1/12/1969,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,BAL3Ray Perkins,1.0,3.0,44.0,33.0,3.0,1.0,3.0,104.0,51.0,3.0
3778,NYJ,3,NYJ3,Joe Namath,12,25,QB,Alabama,AL,5/31/1943,3,III,New York Jets,16,Joe Namath,Orange Bowl,Miami,Florida,1/12/1969,1,17,28,206,0,0,2,11,39,83.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NYJ3Joe Namath,2.0,3.0,44.0,33.0,3.0,2.0,3.0,104.0,51.0,3.0
3779,NYJ,3,NYJ3,Paul Crane,56,24,LB,Alabama,AL,1/29/1944,2,III,New York Jets,16,Joe Namath,Orange Bowl,Miami,Florida,1/12/1969,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NYJ3Paul Crane,2.0,3.0,44.0,33.0,3.0,2.0,3.0,104.0,51.0,3.0
3780,BUF,25,BUF25,Cornelius Bennett,97,25,LOLB,Alabama,AL,8/25/1965,3,XXV,Buffalo Bills,19,Ottis Anderson,Tampa Stadium,Tampa,Florida,1/27/1991,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,BUF25Cornelius Bennett,1.0,2.0,44.0,33.0,3.0,3.0,4.0,104.0,51.0,3.0
3781,BUF,25,BUF25,Howard Ballard,75,27,RT,Alabama A&M,AL,11/3/1963,2,XXV,Buffalo Bills,19,Ottis Anderson,Tampa Stadium,Tampa,Florida,1/27/1991,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,BUF25Howard Ballard,1.0,1.0,6.0,7.0,0.0,3.0,4.0,104.0,51.0,3.0
3782,BUF,25,BUF25,Keith McKeller,84,26,TE,Jacksonville St.,AL,7/9/1964,3,XXV,Buffalo Bills,19,Ottis Anderson,Tampa Stadium,Tampa,Florida,1/27/1991,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,11,0,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,BUF25Keith McKeller,1.0,1.0,1.0,2.0,0.0,3.0,4.0,104.0,51.0,3.0
3783,NYG,25,NYG25,Howard Cross,87,23,TE,Alabama,AL,8/8/1967,1,XXV,New York Giants,20,Ottis Anderson,Tampa Stadium,Tampa,Florida,1/27/1991,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,39,0,13,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NYG25Howard Cross,1.0,2.0,44.0,33.0,3.0,1.0,4.0,104.0,51.0,3.0
3784,CHI,41,CHI41,Mark Anderson,97,23,DE,Alabama,AL,5/26/1983,0,XLI,Chicago Bears,17,Peyton Manning,Dolphin Stadium,Miami Gardens,Florida,2/4/2007,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,1,1,1,2,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,CHI41Mark Anderson,1.0,1.0,44.0,33.0,3.0,1.0,2.0,104.0,51.0,3.0
3785,IND,41,IND41,Robert Mathis,98,25,LDE,Alabama A&M,AL,2/26/1981,3,XLI,Indianapolis Colts,29,Peyton Manning,Dolphin Stadium,Miami Gardens,Florida,2/4/2007,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,IND41Robert Mathis,1.0,1.0,6.0,7.0,0.0,1.0,2.0,104.0,51.0,3.0
3786,GNB,2,GNB2,Bart Starr,15,33,QB,Alabama,AL,1/9/1934,11,II,Green Bay Packers,33,Bart Starr,Orange Bowl,Miami,Florida,1/14/1968,1,13,24,202,1,0,3,30,62,96.2,1,14,0,14,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,GNB2Bart Starr,2.0,2.0,44.0,33.0,3.0,2.0,2.0,104.0,51.0,3.0
3787,GNB,2,GNB2,Steve Wright,72,25,T,Alabama,AL,7/17/1942,3,II,Green Bay Packers,33,Bart Starr,Orange Bowl,Miami,Florida,1/14/1968,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,GNB2Steve Wright,2.0,2.0,44.0,33.0,3.0,2.0,2.0,104.0,51.0,3.0
3788,LAR,14,LAR14,Jeff Rutledge,8,22,QB,Alabama,AL,1/22/1957,0,XIV,Los Angeles Rams,19,Terry Bradshaw,Rose Bowl,Pasadena,California,1/20/1980,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,LAR14Jeff Rutledge,1.0,1.0,44.0,33.0,3.0,1.0,2.0,104.0,51.0,3.0
3789,PIT,14,PIT14,John Stallworth,82,27,WR,Alabama A&M,AL,7/15/1952,5,XIV,Pittsburgh Steelers,31,Terry Bradshaw,Rose Bowl,Pasadena,California,1/20/1980,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,121,1,73,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,PIT14John Stallworth,1.0,1.0,6.0,7.0,0.0,1.0,2.0,104.0,51.0,3.0
3790,MIA,17,MIA17,Bob Baumhower,73,27,NT,Alabama,AL,8/4/1955,5,XVII,Miami Dolphins,17,John Riggins,Rose Bowl,Pasadena,California,1/30/1983,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,8,8,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,MIA17Bob Baumhower,4.0,5.0,44.0,33.0,3.0,4.0,7.0,104.0,51.0,3.0
3791,MIA,17,MIA17,Don McNeal,28,24,LCB,Alabama,AL,5/6/1958,2,XVII,Miami Dolphins,17,John Riggins,Rose Bowl,Pasadena,California,1/30/1983,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,MIA17Don McNeal,4.0,5.0,44.0,33.0,3.0,4.0,7.0,104.0,51.0,3.0
3792,MIA,17,MIA17,Dwight Stephenson,57,25,C,Alabama,AL,11/20/1957,2,XVII,Miami Dolphins,17,John Riggins,Rose Bowl,Pasadena,California,1/30/1983,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,MIA17Dwight Stephenson,4.0,5.0,44.0,33.0,3.0,4.0,7.0,104.0,51.0,3.0
3793,MIA,17,MIA17,Tony Nathan,22,26,RB,Alabama,AL,12/14/1956,3,XVII,Miami Dolphins,17,John Riggins,Rose Bowl,Pasadena,California,1/30/1983,0,0,0,0,0,0,0,0,0,0.0,7,26,0,12,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,MIA17Tony Nathan,4.0,5.0,44.0,33.0,3.0,4.0,7.0,104.0,51.0,3.0
3794,WAS,17,WAS17,Wilbur Jackson,40,31,RB,Alabama,AL,11/19/1951,8,XVII,Washington Redskins,27,John Riggins,Rose Bowl,Pasadena,California,1/30/1983,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,WAS17Wilbur Jackson,1.0,5.0,44.0,33.0,3.0,3.0,7.0,104.0,51.0,3.0
3795,WAS,17,WAS17,Mike Williams,84,23,TE,Alabama A&M,AL,8/27/1959,0,XVII,Washington Redskins,27,John Riggins,Rose Bowl,Pasadena,California,1/30/1983,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,WAS17Mike Williams,1.0,1.0,6.0,7.0,0.0,3.0,7.0,104.0,51.0,3.0
3796,WAS,17,WAS17,Virgil Seay,80,24,WR,Troy,AL,1/1/1958,1,XVII,Washington Redskins,27,John Riggins,Rose Bowl,Pasadena,California,1/30/1983,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,WAS17Virgil Seay,1.0,1.0,9.0,7.0,0.0,3.0,7.0,104.0,51.0,3.0
3797,MIA,19,MIA19,Bob Baumhower,73,29,NT,Alabama,AL,8/4/1955,7,XIX,Miami Dolphins,16,Joe Montana,Stanford Stadium,Palo Alto,California,1/20/1985,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,MIA19Bob Baumhower,5.0,5.0,44.0,33.0,3.0,6.0,6.0,104.0,51.0,3.0
3798,MIA,19,MIA19,Don McNeal,28,26,LCB,Alabama,AL,5/6/1958,4,XIX,Miami Dolphins,16,Joe Montana,Stanford Stadium,Palo Alto,California,1/20/1985,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,MIA19Don McNeal,5.0,5.0,44.0,33.0,3.0,6.0,6.0,104.0,51.0,3.0
3799,MIA,19,MIA19,Dwight Stephenson,57,27,C,Alabama,AL,11/20/1957,4,XIX,Miami Dolphins,16,Joe Montana,Stanford Stadium,Palo Alto,California,1/20/1985,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,MIA19Dwight Stephenson,5.0,5.0,44.0,33.0,3.0,6.0,6.0,104.0,51.0,3.0
3800,MIA,19,MIA19,Joe Carter,23,22,RB,Alabama,AL,6/23/1962,0,XIX,Miami Dolphins,16,Joe Montana,Stanford Stadium,Palo Alto,California,1/20/1985,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,MIA19Joe Carter,5.0,5.0,44.0,33.0,3.0,6.0,6.0,104.0,51.0,3.0
3801,MIA,19,MIA19,Tony Nathan,22,28,RB,Alabama,AL,12/14/1956,5,XIX,Miami Dolphins,16,Joe Montana,Stanford Stadium,Palo Alto,California,1/20/1985,0,0,0,0,0,0,0,0,0,0.0,5,18,0,16,10,83,0,25,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,MIA19Tony Nathan,5.0,5.0,44.0,33.0,3.0,6.0,6.0,104.0,51.0,3.0
3802,MIA,19,MIA19,Rodell Thomas,54,26,LB,Alabama St.,AL,8/2/1958,3,XIX,Miami Dolphins,16,Joe Montana,Stanford Stadium,Palo Alto,California,1/20/1985,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,MIA19Rodell Thomas,1.0,1.0,5.0,6.0,0.0,6.0,6.0,104.0,51.0,3.0
3803,NWE,36,NWE36,Rod Rutledge,83,26,TE,Alabama,AL,8/12/1975,3,XXXVI,New England Patriots,20,Tom Brady,Louisiana Superdome,New Orleans,Louisiana,2/3/2002,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NWE36Rod Rutledge,1.0,1.0,44.0,33.0,3.0,1.0,1.0,104.0,51.0,3.0
3804,NWE,46,NWE46,Brandon Deaderick,71,24,DE,Alabama,AL,8/19/1987,1,XLVI,New England Patriots,17,Eli Manning,Lucas Oil Stadium,Indianapolis,Indiana,2/5/2012,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NWE46Brandon Deaderick,2.0,2.0,44.0,33.0,3.0,2.0,6.0,104.0,51.0,3.0
3805,NWE,46,NWE46,Mark Anderson,95,28,DE,Alabama,AL,5/26/1983,5,XLVI,New England Patriots,17,Eli Manning,Lucas Oil Stadium,Indianapolis,Indiana,2/5/2012,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,5,3,2,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NWE46Mark Anderson,2.0,2.0,44.0,33.0,3.0,2.0,6.0,104.0,51.0,3.0
3806,NYG,46,NYG46,Jerrel Jernigan,12,22,WR,Troy,AL,6/14/1989,0,XLVI,New York Giants,21,Eli Manning,Lucas Oil Stadium,Indianapolis,Indiana,2/5/2012,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,71,23.7,0,34,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,NYG46Jerrel Jernigan,3.0,3.0,9.0,7.0,0.0,4.0,6.0,104.0,51.0,3.0
